accession,location
"GCA..002414865.1..Bacteria..Candidatus..Fermentibacteria..NA..NA..NA..NA..candidate..division..Hyd24-12..bacterium..UBA5074
",terrestrial
"GCA..002415345.1..Bacteria..NA..NA..NA..NA..NA..Patescibacteria..group..bacterium..UBA5147
",terrestrial
"GCA..002418765.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Peptococcaceae..NA..Peptococcaceae..bacterium..UBA5767
",terrestrial
"GCA..002418835.1..Bacteria..Spirochaetes..Spirochaetia..NA..NA..NA..Spirochaetia..bacterium..UBA5763
",terrestrial
"GCA..002419125.1..Bacteria..NA..NA..NA..NA..NA..Candidatus..Dojkabacteria..bacterium..UBA5749
",terrestrial
"GCA..002422845.1..Bacteria..Proteobacteria..Alphaproteobacteria..Holosporales..Candidatus..Paracaedibacteraceae..NA..Candidatus..Paracaedibacteraceae..bacterium..UBA6184
",terrestrial
"GCA..002423325.1..Bacteria..Chloroflexi..Anaerolineae..Anaerolineales..NA..NA..Anaerolineales..bacterium..UBA6128
",terrestrial
"GCA..002423965.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA5509
",terrestrial
"GCA..002424645.1..Bacteria..Proteobacteria..Deltaproteobacteria..Desulfuromonadales..Desulfuromonadaceae..Pelobacter..Pelobacter..sp..UBA5610
",terrestrial
"GCA..002426645.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA5435
",terrestrial
"GCA..002428295.1..Bacteria..Caldiserica..NA..NA..NA..NA..Caldiserica..bacterium..UBA6126
",terrestrial
"GCA..002428325.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBP4..UBA6127
",terrestrial
"GCA..002428525.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBP14..UBA6098
",terrestrial
"GCA..002429595.1..Bacteria..Proteobacteria..Gammaproteobacteria..Legionellales..Coxiellaceae..NA..Coxiellaceae..bacterium..UBA6002
",terrestrial
"GCA..002431715.1..Bacteria..Armatimonadetes..NA..NA..NA..NA..Armatimonadetes..bacterium..UBA5829
",terrestrial
"GCA..002432655.1..Bacteria..Proteobacteria..Gammaproteobacteria..Thiotrichales..Thiotrichaceae..NA..Thiotrichaceae..bacterium..UBA5859
",terrestrial
"GCA..002435745.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBP15..UBA6099
",terrestrial
"GCA..002435875.1..Bacteria..Chloroflexi..Anaerolineae..Anaerolineales..NA..NA..Anaerolineales..bacterium..UBA6131
",terrestrial
"GCA..002436065.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium..UBA6077
",terrestrial
"GCA..002440765.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBP3..UBA6266
",terrestrial
"GCA..002440805.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium..UBA6265
",terrestrial
"GCA..002441095.1..Bacteria..Elusimicrobia..NA..NA..NA..NA..Elusimicrobia..bacterium..UBA6262
",terrestrial
"GCA..002441125.1..Bacteria..candidate..division..WOR-3..NA..NA..NA..NA..candidate..division..WOR-3..bacterium..UBA6260
",terrestrial
"GCA..002450905.1..Bacteria..Spirochaetes..Spirochaetia..NA..NA..NA..Spirochaetia..bacterium..UBA6919
",terrestrial
"GCA..002451015.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium..UBA6911
",terrestrial
"GCA..002451085.1..Bacteria..Proteobacteria..NA..NA..NA..NA..Proteobacteria..bacterium..UBA6908
",terrestrial
"GCA..002452295.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium..UBA6811
",terrestrial
"GCA..002452555.1..Bacteria..Candidatus..Marinimicrobia..NA..NA..NA..NA..Candidatus..Marinimicrobia..bacterium..UBA6817
",terrestrial
"GCA..002455375.1..Bacteria..Bacteroidetes..NA..NA..NA..NA..Bacteroidetes..bacterium..UBA6661
",terrestrial
"GCA..002478245.1..Bacteria..NA..NA..NA..NA..NA..bacterium..UBP18..UBA7526
",terrestrial
"GCA..002495185.1..Archaea..Euryarchaeota..Thermoplasmata..NA..NA..NA..Thermoplasmata..archaeon..UBA184
",terrestrial
"GCA..002495235.1..Archaea..Euryarchaeota..NA..NA..NA..NA..Euryarchaeota..archaeon..UBA287
",terrestrial
"GCA..002495485.1..Archaea..Candidatus..Bathyarchaeota..NA..NA..NA..NA..Candidatus..Bathyarchaeota..archaeon..UBA185
",terrestrial
"GCA..002497285.1..Archaea..NA..NA..NA..NA..NA..Candidatus..Pacearchaeota..archaeon..UBA92
",terrestrial
"GCA..002505525.1..Archaea..NA..NA..NA..NA..NA..archaeon..UBA431
",terrestrial
"GCA..002506605.1..Archaea..Thaumarchaeota..NA..NA..NA..NA..Thaumarchaeota..archaeon..UBA160
",terrestrial
"GCA..002763895.1..Bacteria..Chlorobi..Chlorobia..Chlorobiales..Chlorobiaceae..Chlorobium..Chlorobium..sp..445
",terrestrial
"GCA..002786175.1..Bacteria..Chlamydiae..Chlamydiia..Parachlamydiales..Parachlamydiaceae..Parachlamydia..Parachlamydia..sp
",terrestrial
"GCA..002839495.1..Bacteria..Planctomycetes..NA..NA..NA..NA..Planctomycetes..bacterium..HGW-Planctomycetes-1
",terrestrial
"GCA..002841105.1..Archaea..Candidatus..Altiarchaeota..NA..Candidatus..Altiarchaeales..NA..NA..Candidatus..Altiarchaeales..archaeon..HGW-Altiarchaeales-1
",terrestrial
"GCA..002841695.1..Bacteria..Elusimicrobia..NA..NA..NA..NA..Elusimicrobia..bacterium..HGW-Elusimicrobia-1
",terrestrial
"GCA..002841785.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..HGW-Deltaproteobacteria-3
",terrestrial
"GCA..002841825.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..HGW-Deltaproteobacteria-22
",terrestrial
"GCA..002841945.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium..HGW-Deltaproteobacteria-14
",terrestrial
"GCA..002841995.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium..HGW-Chloroflexi-8
",terrestrial
"GCA..002868855.1..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..NA..NA..Chromatiales..bacterium
",terrestrial
"GCA..002869225.1..Bacteria..NA..NA..NA..NA..NA..bacterium..BM706
",terrestrial
"GCA..002877955.1..Bacteria..Caldiserica..Caldisericia..Caldisericales..Caldisericaceae..Caldisericum..Caldisericum..exile
",terrestrial
"GCA..002877985.1..Bacteria..Thermodesulfobacteria..Thermodesulfobacteria..Thermodesulfobacteriales..Thermodesulfobacteriaceae..Thermodesulfobacterium..Thermodesulfobacterium..geofontis
",terrestrial
"GCA..002878135.1..Archaea..Euryarchaeota..NA..NA..NA..Aciduliprofundum..Aciduliprofundum..sp
",terrestrial
"GCA..002878315.1..Bacteria..Thermotogae..Thermotogae..Mesoaciditogales..Mesoaciditogaceae..Mesoaciditoga..Mesoaciditoga..sp
",terrestrial
"GCA..002878375.1..Bacteria..Dictyoglomi..Dictyoglomia..Dictyoglomales..Dictyoglomaceae..Dictyoglomus..Dictyoglomus..sp..NZ13-RE01
",terrestrial
"GCA..002898275.1..Bacteria..NA..NA..NA..NA..NA..bacterium..HR40
",terrestrial
"GCA..002898315.1..Bacteria..NA..NA..NA..NA..NA..bacterium..HR19
",terrestrial
"GCA..002898535.1..Bacteria..NA..NA..NA..NA..NA..bacterium..HR11
",terrestrial
"GCA..002898555.1..Bacteria..NA..NA..NA..NA..NA..bacterium..HR15
",terrestrial
"GCA..002898575.1..Bacteria..NA..NA..NA..NA..NA..bacterium..HR17
",terrestrial
"GCA..002898675.1..Bacteria..NA..NA..NA..NA..NA..bacterium..HR20
",terrestrial
"GCA..002898795.1..Bacteria..NA..NA..NA..NA..NA..bacterium..HR30
",terrestrial
"GCA..002898895.1..Bacteria..NA..NA..NA..NA..NA..bacterium..HR16
",terrestrial
"GCA..002898935.1..Bacteria..NA..NA..NA..NA..NA..bacterium..HR32
",terrestrial
"GCA..002899795.1..Bacteria..Proteobacteria..Deltaproteobacteria..Desulfobacterales..Desulfobacteraceae..NA..Desulfobacteraceae..bacterium
",terrestrial
"GCA..003009755.1..Archaea..Euryarchaeota..Thermoplasmata..Thermoplasmatales..NA..NA..Thermoplasmatales..archaeon..SW..10..69..26
",terrestrial
"GCA..003019535.1..Archaea..Candidatus..Marsarchaeota..NA..NA..NA..NA..Candidatus..Marsarchaeota..G2..archaeon..ECH..B..1
",terrestrial
"GCA..003021615.1..Bacteria..Actinobacteria..NA..NA..NA..NA..Actinobacteria..bacterium..QS..8..72..14
",terrestrial
"GCA..003021915.1..Bacteria..NA..NA..NA..NA..NA..Parcubacteria..group..bacterium..SW..4..49..11
",terrestrial
"GCA..003023725.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Clostridiales..Family..XVII...Incertae..Sedis..Sulfobacillus..Sulfobacillus..benefaciens
",terrestrial
"GCA..003105265.1..Bacteria..NA..NA..NA..NA..NA..candidate..division..GN15..bacterium
",terrestrial
"GCA..003130875.1..Bacteria..Chloroflexi..Ardenticatenia..NA..NA..NA..Ardenticatenia..bacterium
",terrestrial
"GCA..003133645.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium
",terrestrial
"GCA..003134215.1..Bacteria..Armatimonadetes..NA..NA..NA..NA..Armatimonadetes..bacterium
",terrestrial
"GCA..003136555.1..Bacteria..Planctomycetes..NA..NA..NA..NA..Planctomycetes..bacterium
",terrestrial
"GCA..003137095.1..Bacteria..Proteobacteria..Gammaproteobacteria..NA..NA..NA..Gammaproteobacteria..bacterium
",terrestrial
"GCA..003138355.1..Bacteria..Actinobacteria..Thermoleophilia..Solirubrobacterales..NA..NA..Solirubrobacterales..bacterium
",terrestrial
"GCA..003140175.1..Bacteria..Actinobacteria..Actinobacteria..NA..NA..NA..Actinobacteria..bacterium
",terrestrial
"GCA..003140295.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium
",terrestrial
"GCA..003140915.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Candidatus..Omnitrophica..bacterium
",terrestrial
"GCA..003149375.1..Bacteria..Candidatus..Melainabacteria..NA..Vampirovibrionales..NA..Vampirovibrio..Vampirovibrio..chlorellavorus
",terrestrial
"GCA..003151215.1..Bacteria..Ignavibacteriae..NA..NA..NA..NA..Ignavibacteriae..bacterium
",terrestrial
"GCA..003151665.1..Bacteria..Candidatus..Dormibacteraeota..NA..NA..NA..NA..Candidatus..Dormibacteraeota..bacterium
",terrestrial
"GCA..003152075.1..Bacteria..candidate..division..FCPU426..NA..NA..NA..NA..candidate..division..FCPU426..bacterium
",terrestrial
"GCA..003152095.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium
",terrestrial
"GCA..003152325.1..Bacteria..Acidobacteria..Acidobacteriia..Bryobacterales..NA..NA..Bryobacterales..bacterium
",terrestrial
"GCA..003153415.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..NA..NA..Rhodospirillales..bacterium
",terrestrial
"GCA..003154195.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Candidatus..Omnitrophica..bacterium
",terrestrial
"GCA..003154375.1..Bacteria..Candidatus..Peregrinibacteria..NA..NA..NA..NA..Candidatus..Peregrinibacteria..bacterium
",terrestrial
"GCA..003155335.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium
",terrestrial
"GCA..003155415.1..Bacteria..Proteobacteria..Gammaproteobacteria..NA..NA..NA..Gammaproteobacteria..bacterium
",terrestrial
"GCA..003157385.1..Bacteria..Actinobacteria..Actinobacteria..NA..NA..NA..Actinobacteria..bacterium
",terrestrial
"GCA..003158275.1..Archaea..Euryarchaeota..NA..NA..NA..NA..Euryarchaeota..archaeon
",terrestrial
"GCA..003158365.1..Bacteria..Ignavibacteriae..NA..NA..NA..NA..Ignavibacteriae..bacterium
",terrestrial
"GCA..003158475.1..Bacteria..Ignavibacteriae..NA..NA..NA..NA..Ignavibacteriae..bacterium
",terrestrial
"GCA..003158585.1..Bacteria..Proteobacteria..Alphaproteobacteria..NA..NA..NA..Alphaproteobacteria..bacterium
",terrestrial
"GCA..003158755.1..Bacteria..Elusimicrobia..NA..NA..NA..NA..Elusimicrobia..bacterium
",terrestrial
"GCA..003161515.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium
",terrestrial
"GCA..003162395.1..Bacteria..Actinobacteria..Acidimicrobiia..Acidimicrobiales..Acidimicrobiaceae..NA..Acidimicrobiaceae..bacterium
",terrestrial
"GCA..003162495.1..Bacteria..Acidobacteria..Acidobacteriia..Acidobacteriales..Acidobacteriaceae..NA..Acidobacteriaceae..bacterium
",terrestrial
"GCA..003164675.1..Bacteria..Verrucomicrobia..NA..NA..NA..NA..Verrucomicrobia..bacterium
",terrestrial
"GCA..003167015.1..Bacteria..Bacteroidetes..Chitinophagia..Chitinophagales..Chitinophagaceae..NA..Chitinophagaceae..bacterium
",terrestrial
"GCA..003167155.1..Bacteria..Candidatus..Eremiobacteraeota..NA..NA..NA..NA..Candidatus..Eremiobacteraeota..bacterium
",terrestrial
"GCA..003167475.1..Bacteria..candidate..division..FCPU426..NA..NA..NA..NA..candidate..division..FCPU426..bacterium
",terrestrial
"GCA..003170085.1..Bacteria..Planctomycetes..Planctomycetia..NA..NA..NA..Planctomycetia..bacterium
",terrestrial
"GCA..003170275.1..Bacteria..Proteobacteria..Deltaproteobacteria..Myxococcales..NA..NA..Myxococcales..bacterium
",terrestrial
"GCA..003170555.1..Bacteria..Proteobacteria..Deltaproteobacteria..NA..NA..NA..Deltaproteobacteria..bacterium
",terrestrial
"GCA..003170795.1..Bacteria..Caldiserica..NA..NA..NA..NA..Caldiserica..bacterium
",terrestrial
"GCA..003171235.1..Bacteria..Planctomycetes..Phycisphaerae..Phycisphaerales..NA..NA..Phycisphaerales..bacterium
",terrestrial
"GCA..003174035.1..Bacteria..NA..NA..NA..NA..NA..Candidatus..Dependentiae..bacterium
",terrestrial
"GCA..003219195.1..Bacteria..Verrucomicrobia..NA..NA..NA..NA..Verrucomicrobia..bacterium
",terrestrial
"GCA..003220615.1..Bacteria..Candidatus..Rokubacteria..NA..NA..NA..NA..Candidatus..Rokubacteria..bacterium
",terrestrial
"GCA..003221825.1..Bacteria..Gemmatimonadetes..NA..NA..NA..NA..Gemmatimonadetes..bacterium
",terrestrial
"GCA..003222815.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium
",terrestrial
"GCA..003223145.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium
",terrestrial
"GCA..003223635.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium
",terrestrial
"GCA..003223975.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium
",terrestrial
"GCA..003223995.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium
",terrestrial
"GCA..003224665.1..Bacteria..Acidobacteria..NA..NA..NA..NA..Acidobacteria..bacterium
",terrestrial
"GCA..003242195.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium
",terrestrial
"GCA..003242675.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium
",terrestrial
"GCA..003444595.1..Bacteria..Firmicutes..NA..NA..NA..NA..Firmicutes..bacterium
",terrestrial
"GCA..003449495.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Clostridiales..Family..XVII...Incertae..Sedis..NA..Clostridiales..bacterium..UBA8153
",terrestrial
"GCA..003451585.1..Bacteria..Candidatus..Omnitrophica..NA..NA..NA..NA..Candidatus..Omnitrophica..bacterium
",terrestrial
"GCA..003451595.1..Bacteria..Chloroflexi..NA..NA..NA..NA..Chloroflexi..bacterium
",terrestrial
"GCA..003451935.1..Bacteria..Verrucomicrobia..NA..NA..NA..NA..Verrucomicrobia..bacterium
",terrestrial
"GCA..003454415.1..Bacteria..Proteobacteria..Alphaproteobacteria..NA..NA..NA..Alphaproteobacteria..bacterium
",terrestrial
"GCA..003455335.1..Bacteria..Fibrobacteres..NA..NA..NA..NA..Fibrobacteres..bacterium
",terrestrial
"GCA..003477045.1..Bacteria..Candidatus..Delongbacteria..NA..NA..NA..NA..Candidatus..Delongbacteria..bacterium
",terrestrial
"GCA..003484395.1..Bacteria..Chloroflexi..Dehalococcoidia..NA..NA..NA..Dehalococcoidia..bacterium
",terrestrial
"GCA..003485015.1..Bacteria..NA..NA..NA..NA..NA..bacterium
",terrestrial
"GCA..003489505.1..Bacteria..Proteobacteria..Gammaproteobacteria..Legionellales..NA..NA..Legionellales..bacterium
",terrestrial
"GCA..003497555.1..Bacteria..Spirochaetes..Spirochaetia..NA..NA..NA..Spirochaetia..bacterium
",terrestrial
"GCA..003498085.1..Bacteria..NA..NA..NA..NA..NA..bacterium
",terrestrial
"GCA..003501375.1..Bacteria..Candidatus..Sumerlaeota..NA..NA..NA..NA..Candidatus..Sumerlaeota..bacterium
",terrestrial
"GCA..003503675.1..Bacteria..Cyanobacteria..NA..NA..NA..NA..Cyanobacteria..bacterium..UBA8530
",terrestrial
"GCA..003508595.1..Bacteria..Planctomycetes..Planctomycetia..Planctomycetales..Planctomycetaceae..NA..Planctomycetaceae..bacterium
",terrestrial
"GCA..003534085.1..Bacteria..Candidatus..Moranbacteria..NA..NA..NA..NA..Candidatus..Moranbacteria..bacterium
",terrestrial
"GCA..003535305.1..Bacteria..Candidatus..Bipolaricaulota..NA..NA..NA..NA..Candidatus..Acetothermia..bacterium
",terrestrial
"GCA..003538775.1..Bacteria..Thermotogae..NA..NA..NA..NA..Thermotogae..bacterium
",terrestrial
"GCA..003542955.1..Bacteria..Armatimonadetes..NA..NA..NA..NA..Armatimonadetes..bacterium
",terrestrial
"GCA..003545435.1..Bacteria..NA..NA..NA..NA..NA..Patescibacteria..group..bacterium
",terrestrial
"GCA..900016865.1..Bacteria..Firmicutes..Clostridia..NA..NA..NA..uncultured..Clostridia..bacterium
",terrestrial
"GCF..000013045.1..Bacteria..Bacteroidetes..NA..Bacteroidetes..Order..II...Incertae..sedis..Rhodothermaceae..Salinibacter..Salinibacter..ruber..DSM..13855..M31
",terrestrial
"GCF..000013205.1..Bacteria..Cyanobacteria..NA..Synechococcales..Synechococcaceae..Synechococcus..Synechococcus..sp..JA-3-3Ab..JA-3-3Ab
",terrestrial
"GCF..000024605.1..Bacteria..Firmicutes..Clostridia..Thermoanaerobacterales..Thermoanaerobacteraceae..Ammonifex..Ammonifex..degensii..KC4
",terrestrial
"GCF..000092185.1..Archaea..Crenarchaeota..Thermoprotei..Desulfurococcales..Desulfurococcaceae..Thermosphaera..Thermosphaera..aggregans..DSM..11486
",terrestrial
"GCF..000148385.1..Archaea..Crenarchaeota..Thermoprotei..Thermoproteales..Thermoproteaceae..Vulcanisaeta..Vulcanisaeta..distributa..DSM..14429
",terrestrial
"GCF..000160475.1..Bacteria..Fusobacteria..Fusobacteriia..Fusobacteriales..Fusobacteriaceae..Fusobacterium..Fusobacterium..periodonticum..ATCC..33693
",terrestrial
"GCF..000166335.1..Bacteria..Firmicutes..Clostridia..Thermoanaerobacterales..Thermoanaerobacterales..Family..III...Incertae..Sedis..Caldicellulosiruptor..Caldicellulosiruptor..owensensis..OL
",terrestrial
"GCF..000178255.1..Bacteria..Firmicutes..Erysipelotrichia..Erysipelotrichales..Erysipelotrichaceae..Turicibacter..Turicibacter..sanguinis..PC909
",terrestrial
"GCF..000192575.1..Bacteria..Proteobacteria..Alphaproteobacteria..Sphingomonadales..Sphingomonadaceae..Novosphingobium..Novosphingobium..nitrogenifigens..DSM..19370
",terrestrial
"GCF..000195295.1..Bacteria..Proteobacteria..Deltaproteobacteria..Syntrophobacterales..Syntrophaceae..Desulfobacca..Desulfobacca..acetoxidans..DSM..11109
",terrestrial
"GCF..000212395.1..Bacteria..Firmicutes..Clostridia..Thermoanaerobacterales..Thermodesulfobiaceae..Thermodesulfobium..Thermodesulfobium..narugense..DSM..14796
",terrestrial
"GCF..000213255.1..Bacteria..Firmicutes..Clostridia..Thermoanaerobacterales..Thermoanaerobacterales..Family..IV...Incertae..Sedis..Mahella..Mahella..australiensis..50-1..BON
",terrestrial
"GCF..000233775.1..Bacteria..Synergistetes..Synergistia..Synergistales..Synergistaceae..Thermovirga..Thermovirga..lienii..DSM..17291
",terrestrial
"GCF..000239355.1..Bacteria..Proteobacteria..Gammaproteobacteria..Cardiobacteriales..Cardiobacteriaceae..Cardiobacterium..Cardiobacterium..valvarum..F0432
",terrestrial
"GCF..000266945.1..Bacteria..Proteobacteria..Deltaproteobacteria..Syntrophobacterales..Syntrophaceae..Desulfomonile..Desulfomonile..tiedjei..DSM..6799
",terrestrial
"GCF..000353285.1..Bacteria..Cyanobacteria..NA..Synechococcales..Leptolyngbyaceae..Leptolyngbya..Leptolyngbya..boryana..PCC..6306
",terrestrial
"GCF..000372745.1..Bacteria..Actinobacteria..Actinobacteria..Streptomycetales..Streptomycetaceae..Embleya..Embleya..scabrispora..DSM..41855
",terrestrial
"GCF..000378005.1..Bacteria..Coprothermobacterota..Coprothermobacteria..Coprothermobacterales..Coprothermobacteraceae..Coprothermobacter..Coprothermobacter..platensis..DSM..11748
",terrestrial
"GCF..000384115.1..Bacteria..Actinobacteria..Actinobacteria..Sporichthyales..Sporichthyaceae..Sporichthya..Sporichthya..polymorpha..DSM..43042
",terrestrial
"GCF..000430605.1..Bacteria..Firmicutes..Negativicutes..Selenomonadales..Sporomusaceae..Anaeroarcus..Anaeroarcus..burkinensis..DSM..6283
",terrestrial
"GCF..000484535.1..Bacteria..Cyanobacteria..Gloeobacteria..Gloeobacterales..Gloeobacteraceae..Gloeobacter..Gloeobacter..kilaueensis..JS1
",terrestrial
"GCF..000503775.1..Bacteria..Firmicutes..Bacilli..Bacillales..Paenibacillaceae..Brevibacillus..Brevibacillus..panacihumi..W25
",terrestrial
"GCF..000620305.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Peptococcaceae..Desulfitibacter..Desulfitibacter..alkalitolerans..DSM..16504
",terrestrial
"GCF..000758165.1..Bacteria..Spirochaetes..Spirochaetia..Spirochaetales..Spirochaetaceae..Spirochaeta..Spirochaeta..lutea..JC230
",terrestrial
"GCF..000775285.1..Bacteria..Cyanobacteria..NA..Synechococcales..Leptolyngbyaceae..Neosynechococcus..Neosynechococcus..sphagnicola..CAUP..A..1101
",terrestrial
"GCF..000815225.1..Bacteria..Proteobacteria..Gammaproteobacteria..Thiotrichales..Francisellaceae..Allofrancisella..Allofrancisella..guangzhouensis..08HL01032
",terrestrial
"GCF..000969705.1..Bacteria..Actinobacteria..Nitriliruptoria..Nitriliruptorales..Nitriliruptoraceae..Nitriliruptor..Nitriliruptor..alkaliphilus..DSM..45188
",terrestrial
"GCF..001189415.1..Bacteria..Tenericutes..Mollicutes..Acholeplasmatales..Acholeplasmataceae..Candidatus..Phytoplasma..Candidatus..Phytoplasma..phoenicium..SA213
",terrestrial
"GCF..001280305.1..Bacteria..Bacteroidetes..Cytophagia..Cytophagales..Hymenobacteraceae..Hymenobacter..Hymenobacter..sp..DG25A..DG25A
",terrestrial
"GCF..001306175.1..Bacteria..Chloroflexi..Ardenticatenia..Ardenticatenales..Ardenticatenaceae..Ardenticatena..Ardenticatena..maritima..110S
",terrestrial
"GCF..001399675.1..Bacteria..Firmicutes..Bacilli..Bacillales..Alicyclobacillaceae..Alicyclobacillus..Alicyclobacillus..ferrooxydans..TC-34
",terrestrial
"GCF..001535965.1..Bacteria..Candidatus..Kryptonia..NA..NA..NA..Candidatus..Kryptonium..Candidatus..Kryptonium..thompsoni..JGI-8
",terrestrial
"GCF..001641825.1..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..Halothiobacillaceae..Halothiobacillus..Halothiobacillus..sp..WRN-7..WRN-7
",terrestrial
"GCF..001653195.1..Bacteria..Firmicutes..Bacilli..Bacillales..Bacillaceae..Hydrogenibacillus..Hydrogenibacillus..schlegelii..MA..48
",terrestrial
"GCF..001697225.1..Bacteria..Proteobacteria..Gammaproteobacteria..Immundisolibacterales..Immundisolibacteraceae..Immundisolibacter..Immundisolibacter..cernigliae..TR3.2
",terrestrial
"GCF..001742305.1..Bacteria..Firmicutes..Bacilli..Bacillales..NA..Desulfuribacillus..Desulfuribacillus..stibiiarsenatis..MLFW-2
",terrestrial
"GCF..001860525.1..Bacteria..Firmicutes..Bacilli..Bacillales..Paenibacillaceae..Paenibacillus..Paenibacillus..sp..LC231..LC231
",terrestrial
"GCF..001870225.1..Bacteria..Cyanobacteria..NA..Gloeoemargaritales..Gloeomargaritaceae..Gloeomargarita..Gloeomargarita..lithophora..D10
",terrestrial
"GCF..001950325.1..Bacteria..Firmicutes..Clostridia..Thermoanaerobacterales..Thermoanaerobacteraceae..Carboxydothermus..Carboxydothermus..islandicus..SET
",terrestrial
"GCF..001953175.1..Bacteria..Chloroflexi..Dehalococcoidia..NA..NA..Dehalogenimonas..Dehalogenimonas..formicexedens..NSZ-14
",terrestrial
"GCF..002078355.1..Archaea..Euryarchaeota..Thermoplasmata..Thermoplasmatales..Ferroplasmaceae..Ferroplasma..Ferroplasma..acidiphilum..Y
",terrestrial
"GCF..002114285.1..Archaea..Euryarchaeota..Halobacteria..Haloferacales..Halorubraceae..Halorubrum..Halorubrum..ezzemoulense..DSM..17463
",terrestrial
"GCF..002215035.1..Bacteria..Cyanobacteria..NA..Synechococcales..Leptolyngbyaceae..Leptolyngbya..Leptolyngbya..ohadii..IS1
",terrestrial
"GCF..002224645.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Peptococcaceae..Dehalobacterium..Dehalobacterium..formicoaceticum..DMC
",terrestrial
"GCF..002251795.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rhodospirillales..Rhodospirillaceae..Niveispirillum..Niveispirillum..lacus..1-14
",terrestrial
"GCF..002251945.1..Bacteria..Cyanobacteria..NA..Synechococcales..Pseudanabaenaceae..Pseudanabaena..Pseudanabaena..sp..SR411..SR411
",terrestrial
"GCF..002252565.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Hungateiclostridiaceae..Petroclostridium..Petroclostridium..xylanilyticum..SK-Y3
",terrestrial
"GCF..002257705.1..Bacteria..Firmicutes..Negativicutes..Selenomonadales..Sporomusaceae..Sporomusa..Sporomusa..silvacetica..DSM..10669
",terrestrial
"GCF..002272135.1..Bacteria..Firmicutes..Bacilli..Bacillales..Bacillaceae..Virgibacillus..Virgibacillus..sp..7505..7505
",terrestrial
"GCF..002335525.1..Bacteria..Firmicutes..Bacilli..Bacillales..Alicyclobacillaceae..Effusibacillus..Effusibacillus..lacus..skLN1
",terrestrial
"GCF..002514725.1..Bacteria..Proteobacteria..Gammaproteobacteria..Alteromonadales..Alteromonadaceae..Mangrovitalea..Mangrovitalea..sediminis..M11-4
",terrestrial
"GCF..002607855.1..Bacteria..Firmicutes..Clostridia..Clostridiales..Peptococcaceae..Desulfotomaculum..Desulfotomaculum..profundi..Bs107
",terrestrial
"GCF..002958735.1..Bacteria..Proteobacteria..Gammaproteobacteria..Chromatiales..Chromatiaceae..Chromatium..Chromatium..okenii..LaCa
",terrestrial
"GCF..003072485.1..Bacteria..Proteobacteria..Alphaproteobacteria..Rickettsiales..Candidatus..Midichloriaceae..Candidatus..Fokinia..Candidatus..Fokinia..solitaria
",terrestrial
